StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Statement,Zip,Age,Student Stat,Vac1,Vac2,Vac3,Vac5,Vac5_8_TEXT,Gen1,Gen1_6_TEXT,Gen2,Gen2_6_TEXT,Gen3,Gen3_7_TEXT,Gen4,Gen5,Gen5_6_TEXT,Gen6,Gen6_9_TEXT,Gen7,Gen7_6_TEXT,Thank You,Thank you!,Thank you!_8_TEXT
7/12/25 13:32,7/12/25 13:35,IP Address,100,213,True,7/12/25 13:35,R_6CkTiqniPGVk3Pr,qr,EN,I agree to take part in this study,97403,18 - 24,Yes,Flu,Somewhat agree,Strongly disagree,Concerns about vaccine safety or side effects,,Healthcare Provider's office (off-campus),,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Social media",,Not Applicable,,Not Applicable,,,Other,Ford Scholars Conference 
7/12/25 13:32,7/12/25 13:35,IP Address,100,211,True,7/12/25 13:35,R_6e4jP8Bfw2YcW8T,qr,EN,I agree to take part in this study,97305,18 - 24,Yes,Flu,Somewhat agree,Strongly disagree,Don't think it was necessary,,"Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel",,Student health center,,"Only when the need arises (e.g., for illness or urgent issues)","Pamphlets or brochures,Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,"Clear information on available services and locations,Shorter wait times, more appointment availability, and easier scheduling,Better online resources and communication,Affordable services or health insurance coverage",,,Community organization or group,
7/12/25 13:33,7/12/25 13:37,IP Address,100,250,True,7/12/25 13:37,R_5i9heZrEo2KZEjN,qr,EN,I agree to take part in this study,97330,18 - 24,Yes,Flu,Somewhat agree,Somewhat agree,Other,Forgot,"Healthcare Provider's office (off-campus),Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Only when the need arises (e.g., for illness or urgent issues)","Healthcare Provider,Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits)",,"Shorter wait times, more appointment availability, and easier scheduling",,I tend to forgot because I have ADHD. ,Other,Ford event
7/12/25 13:33,7/12/25 13:41,IP Address,100,507,True,7/12/25 13:41,R_5mjBdyKwXhQmn36,qr,EN,I agree to take part in this study,97002,18 - 24,No,"Flu,COVID",Somewhat agree,Somewhat agree,,,"Healthcare Provider's office (off-campus),Pharmacy",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Pharmacist,Healthcare Provider",,"Scheduling conflicts (e.g., not open, no time off work/school),Cost or no insurance",,Affordable services or health insurance coverage,,,Community organization or group,
7/12/25 13:47,7/12/25 13:54,IP Address,100,441,True,7/12/25 13:54,R_7qrQVSEuoe89DlP,qr,EN,I agree to take part in this study,97401,18 - 24,Yes,Flu,Strongly agree,Neither agree nor disagree,"Too busy with work, school, or other responsibilities,Don't think it was necessary",,"Student health center,Community event",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Student health center,,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites)",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,"Reliable transportation options,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,,Other,Ford conference!
7/12/25 13:32,7/12/25 13:59,IP Address,100,1617,True,7/12/25 13:59,R_6ASD6kEWiElnZsC,qr,EN,I agree to take part in this study,97477,18 - 24,No,None,Somewhat disagree,Strongly disagree,"Medical or health-related concerns,Concerns about vaccine safety or side effects,Don't think it was necessary",,Community health center,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)","Healthcare Provider,Friends and family",,"Transportation challenges,Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,No regular healthcare provider",,Affordable services or health insurance coverage,,,Community organization or group,
7/12/25 13:47,7/12/25 13:59,IP Address,100,744,True,7/12/25 13:59,R_6XgtJLIh28dhsT8,anonymous,EN,I agree to take part in this study,97477,18 - 24,Yes,None,Somewhat agree,Somewhat disagree,"Limited clinic hours or scheduling conflicts,Too busy with work, school, or other responsibilities",,"Pharmacy,Student health center",,"To protect myself,To protect my friends and family,To stop the spread of disease in my community,It's needed for school, work, or travel,My healthcare provider suggested it",,Healthcare Provider's Office (off-campus),,"Only when the need arises (e.g., for illness or urgent issues)","Healthcare Provider,Online sources (e.g. WebMD or other medical sites),Friends and family",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance",,"Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling,Affordable services or health insurance coverage",,,"Community organization or group,School club or student organization,Other",Ford foundation
7/16/25 16:58,7/16/25 17:02,IP Address,100,273,True,7/16/25 17:02,R_7Rao8r9hYGv8sVT,anonymous,EN,I agree to take part in this study,97419,25 - 34,No,None,Somewhat disagree,Somewhat disagree,"Too busy with work, school, or other responsibilities",,Healthcare Provider's office (off-campus),,To protect my friends and family,,Healthcare Provider's Office (off-campus),,"Regularly for routine check-ups (e.g., yearly or more)",Healthcare Provider,,Not Applicable,,Other,"For vaccines, it would be great if my employer provided opportunities for us to get them. I'm just lazy and it was nice to have the free clinics set up that were offered through a previous employer.",,Other,Megan McCoy is a Ford Scholar and posted this opportunity in the My Ford Family platform. Well done!
7/12/25 13:32,7/12/25 13:32,IP Address,53,48,False,7/19/25 13:32,R_1XdbVluHgFQie1b,qr,EN,I agree to take part in this study,97071,18 - 24,Yes,None,Somewhat disagree,Somewhat disagree,Other,Scared of needles ,,,,,,,,,,,,,,,,
7/12/25 13:32,7/12/25 13:32,IP Address,53,44,False,7/19/25 13:33,R_6NmrxB5390D9JcY,qr,EN,I agree to take part in this study,97317,18 - 24,Yes,None,Strongly disagree,Strongly disagree,"Too busy with work, school, or other responsibilities,Don't think it was necessary",,,,,,,,,,,,,,,,,
7/12/25 13:32,7/12/25 13:33,IP Address,47,40,False,7/19/25 13:33,R_3QXLbtlhWQ2Sdwd,qr,EN,I agree to take part in this study,97401,18 - 24,Yes,None,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,
7/23/25 9:44,7/23/25 9:47,IP Address,100,195,True,7/23/25 9:47,R_7xSg6lqOj6iocIZ,qr,EN,I agree to take part in this study,97741,25 - 34,No,None,Strongly disagree,Strongly disagree,Don't think it was necessary,,Pharmacy,,"To protect myself,To protect my friends and family,To stop the spread of disease in my community",,Healthcare Provider's Office (off-campus),,"Every so often, for general health concerns (e.g., every 2-3 years)","Healthcare Provider,Social media",,"Scheduling conflicts (e.g., not open, no time off work/school),Long wait times (e.g. before or between visits),Cost or no insurance,Personal barriers (e.g., can’t go alone, no childcare)",,"Clear information on available services and locations,Extended clinic hours,Shorter wait times, more appointment availability, and easier scheduling",,,Other,Through the Ford Family Foundation website!
